epoch,stage,train_loss,train_cls_loss,train_ord_loss,train_unc_loss,train_kan_loss,train_accuracy,val_loss,val_cls_loss,val_ord_loss,val_unc_loss,val_kan_loss,val_accuracy
1,4,2.05010967385279,0.633411465408323,0.5239578346003136,0.6674444483227382,1.1180362945005773,51.042857142857144,0.8189726072423001,0.18042907198058797,0.2531588412028678,0.11951411212299098,0.6512552775601124,91.93333333333334
2,4,1.760270181856199,0.5609669540604773,0.47585829350774145,0.48892696833314553,0.9579628931196857,61.23571428571429,0.567732610284014,0.14672880786213469,0.20125961192744843,0.03916474353977816,0.4003236344520082,94.7
3,4,1.720215965555683,0.5483489885552016,0.47202787813666747,0.475978563077212,0.9236996383767694,62.635714285714286,0.48125909902948016,0.13506223958857516,0.18224578303225497,-0.0009051967669833214,0.32880735587566456,94.83333333333333
4,4,1.6646817358525376,0.5334602249573627,0.45823018735946586,0.4491321118718617,0.8968505331370384,64.02857142857142,0.32611366725982505,0.10874992553541,0.14750404204142856,-0.1445854059519603,0.2843048093800849,95.43333333333334
5,4,1.5923189856962525,0.5110728640670645,0.4423030466011398,0.43533850578297795,0.8425476360538778,66.11428571428571,0.28558820137318147,0.1059431680180925,0.13581303713169504,-0.16305253420896987,0.25071652788431087,95.76666666666667
6,4,1.525922058660486,0.4953476891823147,0.42950062401014377,0.41237866369444987,0.7897688221169389,68.1,0.14597264808067617,0.08470138594349648,0.1036660668856286,-0.259308203182956,0.17451859194230526,96.96666666666667
7,4,1.3030067934021015,0.4239268703003452,0.3786848977157106,0.32944353167329105,0.671346514600597,73.48571428571428,0.010368029527524684,0.04889244907238382,0.06900980493965302,-0.33913559212963634,0.12406714395322699,97.7
8,4,1.2985863917630558,0.4287551243674673,0.3819810700428472,0.29771169412830106,0.6779886979065394,73.34285714285714,-0.019822119754996707,0.05586862865280598,0.07229210436344147,-0.4037160129940256,0.10775030749116807,97.86666666666666
9,4,1.21074316964472,0.4049733588578324,0.3650645310203779,0.22803931565929766,0.6533712364656672,74.36428571428571,0.5835446261979164,0.19871061025781833,0.2072277103966855,0.0232919725500285,0.331920640424211,94.86666666666666
10,4,1.0641740467994725,0.3611692767186286,0.33355952697682734,0.12973264343802685,0.6091578401599641,75.33571428571429,-0.007750931374253111,0.05628376327296521,0.07370854486176308,-0.37051976408730164,0.09503328602047677,98.3
11,4,1.180978512765678,0.3742813361020861,0.3575371716428786,0.2887266216731575,0.6095933777930802,76.40714285714286,0.06372371890601959,0.08201753142032217,0.08711745003436475,-0.29960513606350475,0.08878261104543159,99.03333333333333
12,4,1.0394763117528534,0.3581480701476842,0.3373864446819832,0.05514265891572792,0.6327409319277666,75.02857142857142,0.1308101519070407,0.08206942439713377,0.10556361966944755,-0.21239754771615596,0.09875176212889084,99.33333333333333
13,4,1.068674852016922,0.3555069161181925,0.33324107655311286,0.2104972706359203,0.5493564407732423,78.32142857142857,-0.2750774726588675,0.02947101034620341,0.036306894503216794,-0.7166090994439227,0.034898346309807704,99.23333333333333
14,4,1.0437429451583524,0.3448882274320094,0.33545365593328086,0.13386207126021454,0.5929400616933562,77.07857142857142,-0.14205761979076456,0.042581679041873904,0.05512649760125799,-0.526224432790533,0.046692838694186924,98.8
15,4,1.1750714091677643,0.35198292445649765,0.34473205340354274,0.33656436820263597,0.620148493945556,76.3,-0.15066855880332755,0.0418070949455525,0.05555370937478035,-0.53472138782765,0.03866266102549878,99.5
16,4,1.2878811156810963,0.33262069392566607,0.31517357726211415,0.6906357173378405,0.5895379824855165,75.02857142857142,-0.16549666015867223,0.03528064727149111,0.05814974901682519,-0.5581804859511396,0.04032637228436293,99.66666666666667
17,4,1.9169592720979494,0.37669387384031827,0.35834273830647306,1.7414077566638928,0.6224375578200606,75.14285714285714,-0.21028297006132754,0.027804862906007057,0.044597391593963545,-0.5988505720458133,0.03348012219004808,99.46666666666667
18,4,1.8175701782294469,0.3605215460945508,0.3565672029322226,1.6091754227647022,0.5917874318999388,76.95,0.14207028795747048,0.09669030600405754,0.11372880724833366,-0.22812847571170075,0.09143082385367536,99.56666666666666
19,4,1.6591890178552773,0.31498227178939875,0.2979146130691329,1.5269038759009301,0.5656804342065261,76.28571428571429,-0.007636592446013968,0.06564063245945788,0.08419921930800094,-0.37323122931287644,0.05827834017257741,99.53333333333333
20,4,1.4659891841278228,0.34562384922213674,0.33371281187309454,0.9955208556318323,0.577784171192928,77.07857142857142,-0.23221395957343122,0.02791920607473622,0.041742263203288645,-0.6298810776243818,0.026130219871931253,99.56666666666666
21,4,2.637807801025643,0.30973324743519454,0.3123415135204384,3.4837656192679263,0.5477003925224792,78.55,-0.23012401298322577,0.03484019096148141,0.04577671562103515,-0.6486021667084796,0.027120325962041923,99.5
22,4,3.418056569683055,0.3515228041685314,0.347621993778367,4.799382571677452,0.6384411537812461,75.51428571428572,-0.2679924226187645,0.023303066102906743,0.037938054948252566,-0.6796054465973631,0.021138362279359963,99.63333333333334
23,4,6.725937845750996,0.34363130459944147,0.34770915053038515,11.504561327844348,0.5646333035377181,79.27142857142857,-0.7028333310117113,0.010188133837258879,0.01593033214931951,-1.470930332833148,0.013026746527410727,99.63333333333334
