epoch,stage,train_loss,train_cls_loss,train_ord_loss,train_unc_loss,train_kan_loss,train_accuracy,val_loss,val_cls_loss,val_ord_loss,val_unc_loss,val_kan_loss,val_accuracy
1,1,0.6097539310517921,0.6097539310517921,0.0,0.0,0.0,53.25714285714286,1.4524458735547168,0.15885634474614832,0.6595083170748771,0.0,1.2681624191872618,92.96666666666667
2,1,0.5792380303790853,0.5792380303790853,0.0,0.0,0.0,61.22142857142857,1.4379665483819677,0.14437702107936778,0.6595083170748771,0.0,1.2681624191872618,95.1
3,1,0.5526195688845088,0.5526195688845088,0.0,0.0,0.0,62.65,1.402130053398457,0.10854052779997916,0.6595083170748771,0.0,1.2681624191872618,95.6
4,1,0.5161153967556071,0.5161153967556071,0.0,0.0,0.0,65.87142857142857,1.383424977038769,0.08983544612977098,0.6595083170748771,0.0,1.2681624191872618,96.03333333333333
5,1,0.5407263342478231,0.5407263342478231,0.0,0.0,0.0,65.04285714285714,1.3924296270025538,0.09884009466684879,0.6595083170748771,0.0,1.2681624191872618,96.33333333333333
6,1,0.4783428504033924,0.4783428504033924,0.0,0.0,0.0,71.27142857142857,1.3541452237900267,0.0395005141246192,0.6647610081003067,0.0,1.2997673819673823,98.03333333333333
7,1,0.42109163826412294,0.42109163826412294,0.0,0.0,0.0,76.03571428571429,1.3424328185142356,0.026044532458515877,0.6661507335114987,0.0,1.30047511610579,98.76666666666667
8,1,0.372181138199686,0.372181138199686,0.0,0.0,0.0,76.74285714285715,1.3503381787462438,0.0220582662744725,0.6629807397406152,0.0,1.3305983277077371,99.13333333333334
9,1,0.37980053984197537,0.37980053984197537,0.0,0.0,0.0,75.94285714285714,1.3702750941540331,0.04837228270604255,0.681603157139839,0.0,1.2805992922884353,99.4
10,1,0.3395241045153309,0.3395241045153309,0.0,0.0,0.0,77.49285714285715,1.3745175764915791,0.03929637404198342,0.6722184825450817,0.0,1.3260054467840399,99.4
11,2,0.7695025508738544,0.3785795685768736,0.39092298065520587,0.0,0.0,74.58571428571429,0.7996490813316183,0.04320588238299527,0.0670940849454479,0.0,1.3786982329601938,99.33333333333333
12,2,0.6654626593423251,0.32938834263642264,0.33607432024859607,0.0,0.0,76.77142857142857,0.883275680719538,0.08607770795834825,0.10434587807097334,0.0,1.3857041889048638,99.8
13,2,0.7012000768966378,0.34543470518944464,0.3557653694299845,0.0,0.0,78.52857142857142,0.685082272646275,0.009603941795772853,0.01790151428034965,0.0,1.3151536292218147,99.46666666666667
